,belongs_to_collection,budget,homepage,runtime,tagline,release_month,genres_Action,genres_Comedy,genres_Documentary,genres_Drama,genres_Horror,production_countries_IN,production_countries_US,spoken_languages_en
8827,0,0.0,0,108.0,0,3,1,0,0,0,0,0,1,1
16947,0,50000000.0,1,109.0,1,2,1,0,0,0,0,0,1,0
45232,1,0.0,0,125.0,0,12,1,0,0,0,0,0,0,0
16542,1,0.0,1,93.0,1,12,0,1,0,0,0,0,0,0
6145,0,0.0,0,97.0,1,5,0,0,0,1,0,0,0,0
9252,1,0.0,0,87.0,1,7,0,0,0,0,0,0,0,0
11954,1,85000000.0,1,122.0,1,6,0,0,0,0,0,0,1,0
2000,1,37931000.0,0,77.0,0,11,0,0,0,0,0,0,1,0
10454,0,0.0,0,91.0,0,4,0,0,0,0,0,0,0,0
42111,0,0.0,0,124.0,0,9,0,0,0,0,0,0,1,0
5163,0,0.0,0,91.0,1,3,0,0,0,1,0,0,0,1
19891,0,0.0,0,60.0,0,7,0,0,1,0,0,0,1,1
19222,0,0.0,0,90.0,0,9,0,0,0,1,0,0,0,0
5,0,60000000.0,0,170.0,1,12,1,0,0,0,0,0,1,1
44314,0,0.0,0,6.0,0,8,0,0,0,1,0,0,0,1
38566,0,0.0,0,45.0,0,1,0,0,1,0,0,0,1,1
3901,0,75000000.0,1,124.0,1,12,1,0,0,0,0,0,0,1
31774,0,0.0,0,0.0,0,1,0,1,0,0,0,0,0,0
25098,0,140000000.0,1,150.0,1,12,0,0,0,0,0,0,0,1
11836,0,150000000.0,0,95.0,1,3,0,0,0,0,0,0,1,1
33257,0,0.0,0,90.0,1,1,0,0,0,1,0,0,1,1
12895,0,5200000.0,1,118.0,0,9,0,0,0,1,0,0,0,0
21307,0,0.0,1,97.0,0,12,0,0,1,0,0,0,0,1
7229,0,22000000.0,0,85.0,1,5,1,0,0,0,0,0,1,1
1207,0,4000000.0,0,93.0,1,4,0,1,0,0,0,0,1,1
1121,0,400000.0,1,91.0,1,3,0,0,0,0,0,0,0,0
29573,0,0.0,0,103.0,0,11,0,0,0,0,0,0,0,0
30118,1,0.0,0,119.0,1,10,0,0,0,0,0,0,0,1
12534,0,10000000.0,1,100.0,1,9,0,1,0,0,0,0,0,1
41146,0,0.0,0,78.0,1,1,0,0,1,0,0,0,1,1
44949,0,0.0,0,96.0,1,7,0,0,0,1,0,0,0,0
3057,0,60000000.0,1,189.0,1,12,0,0,0,0,0,0,1,0
36577,0,0.0,0,86.0,0,5,0,0,1,0,0,0,1,0
12890,0,0.0,0,111.0,1,9,0,0,0,1,0,0,1,0
33476,0,0.0,1,105.0,0,1,0,0,0,0,0,0,0,0
8320,0,0.0,0,111.0,0,9,0,0,0,0,0,0,0,1
38629,0,60720000.0,1,93.0,1,2,0,1,0,0,0,0,0,0
3660,0,120000000.0,0,130.0,1,3,0,0,0,1,0,0,1,1
13650,1,8500000.0,1,98.0,1,12,0,0,0,0,0,0,0,0
1300,1,0.0,0,104.0,1,9,0,0,0,0,1,0,0,1
11455,0,11.0,0,145.0,0,4,0,0,0,1,0,0,1,1
12722,1,225000000.0,0,150.0,1,5,0,0,0,0,0,0,0,1
569,0,0.0,0,82.0,1,8,0,0,0,0,0,0,1,1
27524,0,0.0,0,99.0,0,3,0,1,0,0,0,0,0,1
6541,0,0.0,0,80.0,0,3,0,0,1,0,0,0,1,1
1365,0,50000000.0,0,139.0,1,12,0,1,0,0,0,0,1,1
37442,0,0.0,0,70.0,0,10,0,0,0,1,0,0,0,0
1591,0,0.0,1,83.0,0,10,0,0,1,0,0,0,1,1
18224,0,0.0,0,100.0,1,8,0,0,0,0,0,0,0,0
9353,0,0.0,0,110.0,1,9,0,0,0,0,0,0,0,1
6119,0,24000000.0,1,91.0,1,2,0,1,0,0,0,0,1,1
29277,0,0.0,0,94.0,0,8,0,1,0,0,0,0,1,1
6423,1,120000000.0,0,106.0,1,6,1,0,0,0,0,0,1,1
1868,0,5500000.0,0,123.0,1,5,0,0,0,1,0,0,0,1
17567,0,0.0,0,97.0,0,7,0,0,0,1,0,0,1,1
33273,0,20000000.0,1,100.0,1,10,0,0,0,1,0,0,1,0
22703,1,0.0,0,92.0,0,8,0,0,0,0,0,0,0,1
16610,0,0.0,0,97.0,1,12,0,1,0,0,0,0,1,1
9021,0,0.0,0,96.0,1,1,1,0,0,0,0,0,1,1
8263,0,75000000.0,0,90.0,1,9,0,0,0,0,0,0,1,1
42135,0,125000000.0,1,92.0,0,10,0,0,0,0,0,0,1,1
32519,0,0.0,0,67.0,0,2,0,0,0,0,0,0,0,0
4772,0,0.0,0,40.0,0,10,0,0,1,0,0,0,1,1
29200,1,0.0,0,80.0,0,6,0,1,0,0,0,0,0,0
32849,0,0.0,0,104.0,0,3,0,0,0,1,0,0,1,1
15412,0,3500000.0,1,112.0,1,12,0,0,0,1,0,0,1,1
19380,0,0.0,0,54.0,0,9,0,0,0,1,0,0,1,1
7548,0,20000000.0,0,248.0,1,3,0,0,0,1,0,0,0,1
1186,0,31500000.0,1,153.0,1,8,0,0,0,1,0,0,1,0
435,0,0.0,0,110.0,1,5,0,1,0,0,0,0,1,1
31535,0,2137000.0,0,104.0,0,6,0,0,0,1,0,0,0,0
45744,0,0.0,0,94.0,1,6,0,0,0,0,0,0,0,1
4492,1,500000.0,0,86.0,1,4,1,0,0,0,0,0,1,1
39294,0,0.0,0,85.0,1,6,0,0,0,0,1,0,1,1
6019,0,0.0,0,87.0,1,11,0,1,0,0,0,0,1,1
6175,0,0.0,0,113.0,0,8,0,0,0,1,0,0,0,1
8045,0,0.0,0,108.0,1,11,0,0,0,1,0,0,1,1
9275,0,0.0,0,56.0,0,9,0,0,0,1,0,0,0,0
11226,0,0.0,0,98.0,0,6,0,1,0,0,0,0,1,1
43743,0,0.0,0,86.0,1,12,1,0,0,0,0,0,1,1
10674,1,0.0,0,86.0,1,4,0,0,0,0,1,0,0,1
2902,1,7000000.0,1,121.0,1,7,0,0,0,0,0,0,0,1
10093,0,30000000.0,0,107.0,1,4,0,1,0,0,0,0,1,1
27927,0,0.0,0,85.0,0,8,0,0,1,0,0,0,0,0
587,0,1488423.0,1,83.0,1,12,0,0,0,0,0,0,1,1
8766,0,150000.0,1,97.0,1,4,1,0,0,0,0,0,1,1
3066,0,100000000.0,0,131.0,1,12,0,1,0,0,0,0,0,1
192,0,0.0,0,106.0,1,8,0,1,0,0,0,0,1,1
16353,0,0.0,0,90.0,0,9,0,0,0,0,0,0,0,1
40490,0,0.0,0,90.0,1,5,0,1,0,0,0,0,0,1
19740,0,0.0,0,58.0,0,2,0,0,1,0,0,0,1,1
42755,0,0.0,0,89.0,1,11,0,0,0,1,0,0,1,1
40866,0,5000000.0,1,107.0,0,7,0,0,0,0,0,0,0,1
221,0,55000000.0,0,123.0,1,12,0,0,0,1,0,0,1,1
37696,0,0.0,0,153.0,0,2,0,0,0,0,0,1,0,0
20018,0,0.0,0,165.0,0,3,1,0,0,0,0,0,0,0
18801,0,0.0,0,104.0,0,10,1,0,0,0,0,0,0,0
16530,1,100000000.0,1,98.0,1,12,0,1,0,0,0,0,1,1
31262,1,5300000.0,0,85.0,0,3,0,1,0,0,0,0,1,1
7906,0,60000000.0,1,128.0,1,6,0,1,0,0,0,0,1,0
24449,0,0.0,1,105.0,0,9,0,0,0,0,1,0,0,0
30501,0,0.0,0,0.0,0,5,0,0,0,1,0,0,0,0
28452,0,0.0,1,93.0,1,3,0,1,0,0,0,0,1,1
920,0,2500000.0,0,106.0,1,8,0,0,0,0,0,0,1,0
5181,0,20000000.0,0,127.0,1,3,0,0,0,1,0,0,1,1
469,0,40000000.0,0,128.0,1,7,1,0,0,0,0,0,1,1
6269,1,60000000.0,0,92.0,1,5,0,1,0,0,0,0,1,1
20153,0,0.0,0,120.0,0,11,0,0,0,1,0,0,0,1
2314,1,0.0,0,117.0,1,6,0,1,0,0,0,0,1,1
23259,1,0.0,0,85.0,1,1,0,0,0,0,0,0,0,1
26246,0,2000000.0,0,100.0,1,2,0,0,0,0,1,0,1,1
7315,0,0.0,0,99.0,0,7,0,0,0,1,0,0,0,0
11225,0,135000000.0,0,134.0,1,7,1,0,0,0,0,0,0,1
9287,0,0.0,0,75.0,1,5,0,0,0,0,0,0,1,1
3785,1,28000000.0,1,98.0,1,8,0,1,0,0,0,0,1,1
6896,1,12000000.0,1,114.0,1,6,0,0,0,0,0,0,1,1
42483,0,0.0,0,117.0,0,12,0,0,0,1,0,0,0,0
4113,0,0.0,0,105.0,0,1,1,0,0,0,0,0,1,1
27728,0,0.0,0,9.0,0,12,0,0,1,0,0,0,1,1
4577,0,5000000.0,0,109.0,1,10,0,0,0,0,0,0,1,1
17439,0,0.0,0,103.0,0,1,0,0,0,0,0,0,0,0
17858,0,0.0,1,84.0,1,3,0,0,1,0,0,0,1,1
6323,0,0.0,0,114.0,1,12,0,0,0,0,0,0,1,0
16301,0,0.0,0,148.0,1,10,0,0,0,1,0,0,0,0
31003,0,0.0,0,97.0,1,2,0,0,0,0,1,0,1,1
2797,0,0.0,0,73.0,1,10,0,0,0,0,0,0,1,1
44997,0,0.0,0,101.0,1,8,0,0,0,1,0,0,1,1
24361,0,0.0,0,118.0,0,8,0,1,0,0,0,0,0,0
23128,0,0.0,0,105.0,0,1,0,1,0,0,0,0,0,0
41173,0,0.0,0,90.0,0,5,1,0,0,0,0,0,0,1
10637,0,1800000.0,0,88.0,0,9,0,0,0,1,0,0,0,0
4832,0,424.0,0,115.0,0,11,0,0,0,1,0,0,1,1
8182,0,0.0,0,100.0,0,11,0,0,0,1,0,0,0,0
2177,0,38000000.0,0,117.0,1,4,0,0,0,1,0,0,1,1
14648,0,0.0,0,61.0,0,6,0,1,0,0,0,0,1,1
6668,0,1355000.0,0,92.0,1,5,0,0,0,0,1,0,0,1
7954,1,14500000.0,0,82.0,1,1,1,0,0,0,0,0,0,0
19576,0,0.0,0,95.0,1,9,0,0,0,1,0,0,1,1
24269,0,0.0,1,87.0,0,11,0,0,1,0,0,0,0,0
11238,0,0.0,0,121.0,0,1,0,0,0,1,0,0,0,0
39,0,0.0,0,106.0,0,12,0,0,0,1,0,0,0,1
11636,0,0.0,0,97.0,1,6,0,0,0,0,0,0,0,0
14308,0,0.0,0,112.0,0,6,0,1,0,0,0,0,0,0
7990,1,26000000.0,0,94.0,1,7,0,1,0,0,0,0,1,1
41266,0,0.0,0,120.0,0,4,0,0,0,0,0,0,0,0
20552,0,0.0,0,84.0,0,12,0,1,0,0,0,0,0,1
426,0,30000000.0,0,144.0,1,11,1,0,0,0,0,0,1,1
4066,0,1900000.0,0,104.0,1,8,0,1,0,0,0,0,0,0
46620,0,0.0,0,30.0,1,10,0,0,0,0,1,0,1,1
1873,0,7500000.0,0,99.0,1,12,0,1,0,0,0,0,1,1
17008,0,0.0,0,94.0,0,9,0,1,0,0,0,0,0,1
2141,1,250000.0,0,90.0,1,9,0,0,0,0,0,0,0,0
39529,0,0.0,0,80.0,0,12,0,1,0,0,0,0,0,0
2326,0,0.0,0,89.0,1,8,0,0,0,1,0,0,1,1
44364,0,10000000.0,0,164.0,1,5,1,0,0,0,0,1,0,0
12616,0,35000000.0,1,123.0,1,3,0,0,0,1,0,0,1,1
11916,1,4200000.0,1,132.0,1,1,0,0,0,0,0,0,0,0
37533,0,0.0,0,145.0,0,10,0,0,0,1,0,0,0,0
15920,0,32000000.0,1,102.0,1,9,0,1,0,0,0,0,1,1
15768,0,0.0,0,126.0,1,11,0,0,0,1,0,0,0,1
1849,0,1250000.0,0,101.0,1,11,0,0,0,1,0,0,1,1
28016,1,0.0,0,91.0,0,5,0,0,0,0,0,0,0,1
1110,0,0.0,0,109.0,1,12,0,0,0,1,0,0,1,1
30765,0,20000.0,0,94.0,0,11,0,0,1,0,0,0,1,1
11688,0,5000000.0,0,94.0,1,6,0,1,0,0,0,0,1,1
31208,0,0.0,0,104.0,0,9,1,0,0,0,0,0,0,0
19284,0,12000000.0,1,145.0,1,6,0,0,0,0,0,0,0,0
34226,1,0.0,0,14.0,0,1,0,0,0,1,0,0,1,1
30097,0,0.0,0,113.0,0,9,0,0,0,1,0,0,0,0
9483,0,0.0,1,121.0,0,3,0,0,0,1,0,0,0,1
10088,0,0.0,1,88.0,0,9,0,0,1,0,0,0,1,1
28490,0,0.0,0,62.0,0,10,0,0,0,0,0,0,0,0
26469,1,0.0,0,76.0,1,4,1,0,0,0,0,0,1,1
26613,0,0.0,0,91.0,1,3,0,0,0,0,1,0,0,1
32930,0,0.0,0,84.0,0,9,0,1,0,0,0,0,0,0
5716,0,4000000.0,0,208.0,0,3,1,0,0,0,0,0,1,1
29721,0,0.0,0,92.0,1,9,1,0,0,0,0,0,0,1
9713,0,0.0,0,87.0,0,4,0,1,0,0,0,0,0,0
30076,0,11800000.0,1,118.0,1,11,0,0,0,0,0,0,0,1
14263,0,0.0,0,0.0,0,2,0,0,0,1,0,0,0,0
9255,0,1530000.0,0,185.0,1,10,0,0,0,1,0,1,0,0
16924,0,19000000.0,1,97.0,1,3,0,1,0,0,0,0,1,1
3177,0,0.0,0,87.0,0,2,1,0,0,0,0,0,1,1
2197,0,10000000.0,0,89.0,0,9,0,1,0,0,0,0,1,1
12989,0,0.0,0,94.0,1,2,1,0,0,0,0,0,1,1
45591,0,7400000.0,0,169.0,0,11,0,0,0,0,0,1,0,0
483,0,0.0,0,101.0,0,9,0,0,0,1,0,0,1,1
32922,0,6000000.0,0,96.0,1,8,0,0,0,1,0,0,0,1
12527,0,0.0,0,82.0,1,6,0,0,0,0,0,0,1,1
9797,1,100000000.0,1,121.0,1,2,0,0,0,1,0,0,0,1
32326,0,0.0,0,115.0,0,5,0,0,0,0,1,0,0,0
2917,0,90000000.0,0,157.0,1,10,0,0,0,1,0,0,1,0
20651,0,0.0,0,100.0,0,9,0,0,0,1,0,0,0,1
1393,0,0.0,1,93.0,1,1,0,1,0,0,0,0,0,1
20228,0,0.0,1,100.0,0,12,0,1,0,0,0,0,0,1
26332,0,1500000.0,0,88.0,1,2,1,0,0,0,0,0,1,1
23752,1,145000000.0,1,102.0,1,6,0,0,0,0,0,0,1,1
3916,0,25000000.0,0,121.0,1,12,0,1,0,0,0,0,0,1
10909,0,28000000.0,0,103.0,1,5,0,1,0,0,0,0,1,1
10478,0,7000000.0,1,114.0,1,9,0,0,0,0,0,0,0,1
6712,0,35000000.0,0,180.0,1,10,0,1,0,0,0,0,0,1
40165,0,0.0,0,88.0,0,4,0,0,0,0,0,0,0,0
13053,0,20000000.0,0,110.0,1,9,0,0,0,1,0,0,1,1
1252,0,3000000.0,0,126.0,1,6,0,0,0,0,0,0,1,1
24197,0,0.0,0,90.0,0,4,0,0,0,1,0,0,1,1
3342,0,927262.0,0,107.0,1,4,0,0,0,1,0,0,1,1
18925,0,20000000.0,1,95.0,1,4,1,0,0,0,0,0,0,1
927,0,2033000.0,0,102.0,1,5,1,0,0,0,0,0,1,1
3893,1,85000000.0,0,100.0,1,10,0,1,0,0,0,0,1,1
9244,0,5200000.0,0,163.0,0,8,0,0,0,1,0,1,0,0
7332,0,0.0,0,111.0,1,11,0,1,0,0,0,0,1,1
4198,0,0.0,0,110.0,1,3,0,0,0,1,0,0,1,1
15285,0,0.0,0,93.0,0,8,0,0,0,0,1,0,0,1
2363,1,0.0,0,105.0,1,2,0,0,0,0,1,0,0,1
26343,0,0.0,0,91.0,1,3,0,0,0,0,1,0,1,1
43746,1,0.0,0,104.0,0,11,0,0,0,1,0,0,0,0
1615,0,15000000.0,0,155.0,1,9,0,0,0,1,0,0,1,1
1539,0,40000000.0,0,96.0,1,7,1,0,0,0,0,0,1,1
4937,0,29000000.0,1,137.0,0,1,0,0,0,0,0,0,0,0
23429,0,0.0,0,90.0,0,9,0,1,0,0,0,0,1,1
37822,0,0.0,0,99.0,0,7,0,0,0,1,0,0,0,0
40862,0,5500000.0,1,89.0,1,6,0,0,0,1,0,0,0,1
6674,1,22000000.0,1,121.0,1,9,0,0,0,0,0,0,0,1
46025,0,0.0,0,72.0,0,10,0,0,1,0,0,0,1,1
3803,0,0.0,0,100.0,1,1,0,0,0,1,0,0,1,1
25311,1,42000000.0,0,108.0,1,11,0,1,0,0,0,0,1,1
32522,0,0.0,0,4.0,0,10,0,1,0,0,0,0,0,0
5777,1,4100000.0,0,103.0,1,1,0,0,0,0,1,0,0,1
46045,0,0.0,1,76.0,1,2,0,0,0,1,0,0,1,1
43536,0,0.0,0,77.0,0,5,0,0,0,1,0,0,0,0
6578,0,0.0,0,122.0,1,10,0,1,0,0,0,0,1,1
16944,1,40000000.0,1,93.0,1,1,1,0,0,0,0,0,1,1
11682,0,13000000.0,1,104.0,0,10,0,0,0,0,0,0,1,1
244,0,10500000.0,0,113.0,0,1,0,1,0,0,0,0,1,1
4493,0,19000000.0,0,117.0,0,10,0,0,0,1,0,0,1,1
6934,0,15000000.0,0,84.0,1,11,1,0,0,0,0,0,1,1
11702,0,0.0,1,110.0,1,2,0,0,0,1,0,0,1,1
18974,0,0.0,0,97.0,0,4,0,0,0,1,0,0,1,1
14329,0,22000000.0,1,108.0,1,9,0,0,0,1,0,0,1,1
73,0,0.0,0,87.0,1,1,0,0,0,1,0,0,1,1
40981,0,120000.0,0,130.0,1,5,0,0,0,0,0,1,0,0
8236,0,0.0,0,120.0,1,3,0,0,0,1,0,0,1,1
43367,0,0.0,0,0.0,0,10,0,0,0,0,1,0,1,1
23702,0,0.0,0,93.0,1,7,0,0,0,0,0,0,1,1
19939,0,0.0,0,84.0,1,9,0,0,0,0,1,0,1,1
33840,0,0.0,1,93.0,1,11,0,0,0,0,1,0,0,1
42783,0,0.0,0,82.0,0,6,0,0,0,1,0,0,0,1
7302,0,13000000.0,0,220.0,0,10,0,0,0,1,0,0,1,1
3731,0,65000000.0,1,130.0,1,7,1,0,0,0,0,0,1,1
5636,0,0.0,0,92.0,1,9,0,1,0,0,0,0,1,1
20801,0,5000000.0,1,94.0,1,1,0,0,0,1,0,0,0,1
4111,0,0.0,0,111.0,0,10,0,0,0,1,0,0,0,1
2345,0,0.0,0,100.0,1,12,0,0,0,0,0,0,1,1
41153,0,0.0,0,117.0,1,3,0,0,0,1,0,0,0,1
20731,0,0.0,0,100.0,0,11,0,1,0,0,0,0,0,0
22485,0,0.0,1,86.0,1,9,0,0,1,0,0,0,1,1
8937,0,0.0,0,100.0,0,8,0,0,0,1,0,0,0,0
29593,1,0.0,0,95.0,0,7,0,0,0,0,0,0,0,0
11284,0,12000000.0,1,120.0,1,9,0,0,0,0,0,0,0,1
38329,0,0.0,0,90.0,1,8,0,0,0,0,0,0,0,0
3179,1,0.0,0,101.0,1,3,0,1,0,0,0,0,1,1
10157,1,113000000.0,1,140.0,1,5,0,0,0,0,0,0,1,1
22620,0,0.0,1,76.0,0,1,0,0,1,0,0,0,1,1
42129,0,2494400.0,1,89.0,1,1,0,0,0,1,0,0,0,1
27109,0,0.0,0,74.0,0,12,0,1,0,0,0,0,0,1
16791,0,0.0,0,93.0,0,1,0,0,1,0,0,0,1,1
36229,0,26000000.0,0,158.0,0,12,0,0,0,0,0,1,0,0
3917,0,13000000.0,0,83.0,1,12,0,1,0,0,0,0,1,1
1019,0,48000000.0,0,143.0,1,6,0,0,0,0,0,0,1,1
20324,0,25000000.0,0,104.0,1,12,0,1,0,0,0,0,1,1
2503,0,1.0,0,95.0,1,4,0,1,0,0,0,0,1,1
35624,0,0.0,0,124.0,0,3,0,0,0,1,0,0,0,1
8494,0,2627000.0,0,120.0,1,3,0,0,0,1,0,0,1,1
37061,0,0.0,1,87.0,1,11,0,0,0,0,0,0,0,1
37756,0,0.0,0,105.0,0,10,0,1,0,0,0,0,0,0
12702,0,600000.0,0,105.0,1,4,0,0,0,1,0,0,1,1
23293,0,0.0,0,0.0,0,11,0,0,0,0,0,0,0,0
2011,1,8000000.0,0,111.0,1,3,0,1,0,0,0,0,1,1
17216,0,0.0,0,108.0,1,11,0,0,0,0,0,0,1,1
2921,0,0.0,0,95.0,0,5,0,0,0,1,0,0,0,0
45325,0,0.0,0,20.0,0,1,0,0,0,0,0,0,0,0
20131,0,0.0,1,98.0,1,11,0,0,0,1,0,0,1,1
2577,0,16000000.0,0,100.0,1,4,0,0,0,0,0,0,1,1
17160,0,0.0,1,83.0,1,1,0,1,0,0,0,0,1,1
6957,0,0.0,1,116.0,1,11,1,0,0,0,0,0,1,1
897,0,2883848.0,0,122.0,1,3,0,1,0,0,0,0,1,1
38325,0,0.0,0,0.0,0,9,0,1,0,0,0,0,0,1
17470,0,0.0,0,86.0,0,4,0,0,0,1,0,0,0,1
8864,0,0.0,0,98.0,1,8,1,0,0,0,0,0,0,0
41878,0,0.0,0,92.0,0,10,0,0,0,1,0,0,0,0
12068,0,75000000.0,1,87.0,1,7,0,0,0,0,0,0,1,1
1683,0,0.0,0,101.0,1,1,1,0,0,0,0,0,1,1
15873,0,0.0,0,137.0,0,2,0,0,0,1,0,0,0,1
1574,0,0.0,0,124.0,0,10,0,0,0,1,0,0,1,1
16432,0,0.0,1,106.0,0,9,0,0,0,1,0,0,0,0
23508,0,0.0,0,0.0,0,2,0,1,0,0,0,0,0,1
19004,1,0.0,0,145.0,0,4,0,0,0,1,0,1,0,0
16659,0,0.0,0,91.0,1,5,0,0,0,1,0,0,0,0
23967,0,100000000.0,0,99.0,1,7,1,0,0,0,0,0,1,1
4031,0,0.0,0,93.0,1,7,0,1,0,0,0,0,1,0
14908,0,0.0,0,86.0,0,5,0,1,0,0,0,0,0,1
24012,0,0.0,0,87.0,0,6,0,0,0,0,0,0,1,1
18907,0,325.0,0,0.0,0,10,0,0,1,0,0,0,1,1
15341,0,0.0,0,110.0,0,9,0,0,0,0,0,0,0,0
13340,0,70000000.0,0,104.0,1,12,0,1,0,0,0,0,1,0
15144,0,0.0,1,84.0,1,10,0,0,1,0,0,0,0,0
9312,1,0.0,0,74.0,1,12,0,0,0,0,0,0,1,1
6865,0,150000000.0,1,138.0,1,11,0,0,0,0,0,0,1,0
24698,0,0.0,1,100.0,0,10,0,0,0,1,0,0,0,1
41504,0,0.0,0,92.0,0,6,0,1,0,0,0,0,1,0
24833,0,4000000.0,0,88.0,1,6,0,0,0,0,0,0,0,1
39712,0,0.0,0,59.0,0,8,0,1,0,0,0,0,1,1
10100,0,130000000.0,1,144.0,1,5,0,0,0,1,0,0,0,0
30269,0,0.0,0,80.0,0,10,0,0,1,0,0,0,1,1
5183,0,3000000.0,0,131.0,1,5,0,0,0,1,0,0,0,0
5226,0,50000000.0,0,120.0,1,4,0,0,0,0,0,0,1,1
41774,0,70000000.0,1,87.0,0,9,0,0,0,0,0,0,1,1
10539,0,1500000.0,0,81.0,1,10,0,1,0,0,0,0,1,1
21477,0,0.0,0,78.0,1,1,0,0,0,0,0,0,1,1
2949,0,40600000.0,0,116.0,1,6,0,1,0,0,0,0,1,1
3528,1,125000000.0,1,123.0,1,5,0,0,0,0,0,0,0,1
25378,0,0.0,0,89.0,1,11,0,0,0,0,0,0,1,1
15931,0,0.0,0,118.0,1,12,0,1,0,0,0,0,1,1
38055,0,0.0,0,95.0,0,9,0,0,0,0,0,0,1,0
5002,0,15000000.0,0,88.0,1,2,0,1,0,0,0,0,1,1
26956,0,750000.0,0,98.0,0,7,0,0,0,1,0,0,1,1
31736,0,11000000.0,0,0.0,0,10,0,1,0,0,0,0,0,0
2495,0,0.0,0,103.0,1,4,0,1,0,0,0,0,1,1
15975,0,40000000.0,1,120.0,1,9,0,0,0,1,0,0,1,1
29574,0,0.0,0,116.0,1,7,0,0,0,0,0,0,1,1
34586,1,0.0,1,100.0,0,1,1,0,0,0,0,0,0,1
790,0,3500000.0,0,96.0,1,8,0,1,0,0,0,0,1,1
33215,0,6400000.0,0,144.0,1,7,0,0,0,0,0,1,0,0
11943,1,0.0,1,118.0,1,9,0,1,0,0,0,0,1,1
4452,0,0.0,0,98.0,1,7,0,0,0,1,0,0,1,1
27022,0,0.0,0,109.0,0,1,0,0,0,1,0,0,0,0
11630,0,10000000.0,0,84.0,1,1,1,0,0,0,0,0,1,1
7521,1,0.0,0,94.0,0,11,1,0,0,0,0,0,1,1
17140,0,0.0,0,95.0,0,10,0,0,0,1,0,0,0,1
38608,0,0.0,0,12.0,0,1,0,0,0,1,0,0,0,0
5084,0,0.0,0,110.0,1,12,0,0,0,1,0,0,0,1
33567,0,0.0,0,80.0,1,12,0,0,0,0,0,0,1,1
42440,0,0.0,0,98.0,0,4,0,0,0,1,0,0,0,1
18962,0,5000000.0,1,107.0,1,9,0,0,0,1,0,0,0,1
6506,1,55000000.0,0,103.0,1,8,0,1,0,0,0,0,1,1
16196,0,8700000.0,1,105.0,1,3,0,0,0,0,0,0,0,0
25312,0,0.0,0,77.0,0,1,0,0,1,0,0,0,1,0
31088,0,0.0,0,99.0,0,7,0,1,0,0,0,0,1,1
12879,0,0.0,0,128.0,0,3,0,0,0,1,0,0,0,0
28146,0,0.0,0,120.0,1,2,0,0,0,0,0,0,1,1
22067,0,0.0,0,82.0,1,5,0,0,0,0,1,0,1,1
7289,1,66000000.0,1,122.0,1,4,0,0,0,0,0,0,1,0
8986,0,3000000.0,1,101.0,1,10,0,0,0,0,1,0,1,0
19163,1,170000000.0,1,127.0,1,5,0,0,0,0,0,0,1,1
28944,0,0.0,0,85.0,0,12,0,1,0,0,0,0,0,1
23574,0,0.0,0,39.0,0,1,0,0,1,0,0,0,0,0
1441,1,68000000.0,0,116.0,1,4,0,0,0,0,0,0,1,1
41819,0,0.0,0,112.0,1,11,0,0,0,0,1,0,0,0
40504,0,65000000.0,1,102.0,1,8,0,0,0,0,0,0,1,1
19645,0,7000000.0,0,109.0,1,9,0,0,0,0,0,0,1,1
5649,0,0.0,0,125.0,1,9,0,0,0,0,1,0,1,1
1115,1,6000000.0,1,99.0,1,5,0,0,0,0,0,0,1,1
914,0,1688000.0,0,133.0,1,1,0,1,0,0,0,0,1,1
43785,0,0.0,1,60.0,0,5,0,1,0,0,0,0,1,1
17841,0,25000000.0,1,99.0,1,11,0,0,0,0,0,0,1,1
20736,0,0.0,0,98.0,0,8,0,0,0,1,0,0,0,0
30522,0,0.0,0,88.0,0,2,0,1,0,0,0,0,0,0
18988,0,0.0,1,104.0,1,9,0,1,0,0,0,0,1,1
1854,0,4000000.0,0,152.0,0,1,1,0,0,0,0,0,1,1
35936,1,0.0,0,121.0,0,4,0,0,0,0,0,0,0,0
4756,0,11000000.0,0,86.0,1,10,1,0,0,0,0,0,1,1
5094,0,0.0,0,98.0,1,2,1,0,0,0,0,0,1,1
6194,0,50000000.0,0,98.0,1,4,1,0,0,0,0,0,1,1
2999,0,133000.0,0,93.0,1,11,0,0,0,1,0,0,0,0
23524,0,0.0,0,91.0,1,11,0,1,0,0,0,0,1,1
4132,1,35000000.0,0,88.0,1,3,1,0,0,0,0,0,1,0
12110,1,140000000.0,0,91.0,1,8,1,0,0,0,0,0,1,0
46330,0,11000000.0,0,111.0,1,8,1,0,0,0,0,0,0,1
28214,0,0.0,0,75.0,1,8,0,0,1,0,0,0,0,0
3247,0,0.0,0,80.0,0,1,0,0,1,0,0,0,1,1
12020,0,9000000.0,0,123.0,1,5,0,0,1,0,0,0,1,1
34975,0,0.0,0,90.0,1,6,0,0,0,0,1,0,1,1
1174,1,0.0,0,86.0,1,1,0,1,0,0,0,0,1,1
35321,0,0.0,0,85.0,1,12,0,0,0,0,0,0,1,1
43526,0,6277106.0,0,130.0,1,1,0,0,0,1,0,0,0,0
2344,0,0.0,1,118.0,1,9,0,0,0,1,0,0,0,1
37212,0,0.0,0,95.0,0,5,0,0,0,0,0,0,0,1
42688,0,0.0,0,90.0,1,2,0,0,0,0,1,0,0,0
4147,1,16000000.0,1,93.0,1,7,0,0,0,0,0,0,0,1
